"","vid_id","ad_view"
"388","VID_11785","2033"
"389","VID_22988","6002"
"390","VID_9495","112"
"391","VID_8909","233"
"392","VID_13459","840"
"393","VID_22206","180"
"394","VID_12228","2616"
"395","VID_2335","143"
"396","VID_17498","24"
"397","VID_18702","45"
"398","VID_10850","502"
"399","VID_12956","122"
"400","VID_6246","79"
"401","VID_9539","199"
"402","VID_17436","7269"
"403","VID_8383","1194"
"404","VID_4554","2369"
"405","VID_18487","1790"
"406","VID_6285","303"
"407","VID_287","694"
"408","VID_5371","9"
"409","VID_10704","4069"
"410","VID_20810","2127"
"411","VID_7972","1220"
"412","VID_10923","180"
"413","VID_11876","174"
"414","VID_15477","4115"
"415","VID_12366","602"
"416","VID_6538","11"
"417","VID_10092","6"
"418","VID_6826","250"
"419","VID_22526","3768"
"420","VID_10897","474"
"421","VID_3400","106"
"422","VID_9995","2009"
"423","VID_19337","8"
"424","VID_9673","2395"
"425","VID_12280","4243"
"426","VID_14038","67"
"427","VID_11157","695"
"428","VID_13406","183"
"429","VID_7774","1064"
"430","VID_7386","76"
"431","VID_2419","161"
"432","VID_6334","4226"
"433","VID_1778","144"
"434","VID_4907","21"
"435","VID_7122","1102"
"436","VID_10445","258"
"437","VID_18113","366"
"438","VID_6716","6015"
"439","VID_5803","1384"
"440","VID_6459","505"
"441","VID_14427","117"
"442","VID_3872","7358"
"443","VID_6774","34317"
"444","VID_11609","192"
"445","VID_21821","9213"
"446","VID_14317","553"
"447","VID_4982","162"
"448","VID_5798","621"
"449","VID_4365","567"
"450","VID_6535","244"
"451","VID_7237","5315"
"452","VID_10388","59"
"453","VID_17934","514"
"454","VID_838","2238"
"455","VID_5439","678"
"456","VID_11455","247"
"457","VID_7473","958"
"458","VID_16677","24"
"459","VID_18433","5"
"460","VID_10243","100"
"461","VID_23592","1019"
"462","VID_19401","789"
"463","VID_2547","766"
"464","VID_4525","723"
"465","VID_13804","490"
"466","VID_22266","376"
"467","VID_7560","1019"
"468","VID_10381","2283"
"469","VID_4977","725"
"470","VID_14081","210"
"471","VID_19054","325"
"472","VID_2608","4195"
"473","VID_8639","404"
"474","VID_4407","4"
"475","VID_9135","20930"
"476","VID_9462","1559"
"477","VID_10687","87878"
"478","VID_15274","3498"
"479","VID_22631","2491"
"480","VID_3777","342"
"481","VID_10585","1349"
"482","VID_18024","7938"
"483","VID_10941","289"
"484","VID_525","435"
"485","VID_17097","1073"
"486","VID_13836","200"
"487","VID_12202","2338"
"488","VID_20868","79796"
"489","VID_17084","45"
"490","VID_23196","528"
"491","VID_7322","202"
"492","VID_17922","13493"
"493","VID_5486","15"
"494","VID_15289","5532"
"495","VID_7993","6234"
"496","VID_14078","3667"
"497","VID_21530","136"
"498","VID_11469","208"
"499","VID_20959","405"
"500","VID_18159","1465"
"501","VID_19624","5209"
"502","VID_19029","207"
"503","VID_3489","21"
"504","VID_15983","424"
"505","VID_23605","1701"
"506","VID_23757","1930"
"507","VID_7488","785"
"508","VID_15445","19"
"509","VID_4538","6558"
"510","VID_22661","2996"
"511","VID_5912","746"
"512","VID_3324","13"
"513","VID_21241","497"
"514","VID_18194","1827"
"515","VID_8640","182"
"516","VID_10657","198173"
"517","VID_3622","88"
"518","VID_14909","399"
"519","VID_5961","200"
"520","VID_117","584"
"521","VID_4690","90"
"522","VID_10717","22"
"523","VID_20280","39"
"524","VID_6395","360"
"525","VID_9199","7"
"526","VID_6343","37"
"527","VID_7459","7"
"528","VID_18041","4474"
"529","VID_12175","333"
"530","VID_8174","6"
"531","VID_15644","1028"
"532","VID_3021","4609"
"533","VID_251","633"
"534","VID_20609","2545"
"535","VID_2033","7"
"536","VID_20357","334"
"537","VID_16428","572"
"538","VID_12297","3668"
"539","VID_1214","1450"
"540","VID_19907","367"
"541","VID_4697","945"
"542","VID_22474","357"
"543","VID_4002","16"
"544","VID_17351","2466"
"545","VID_937","3366"
"546","VID_17501","1638"
"547","VID_2312","875"
"548","VID_22996","2883"
"549","VID_14413","1586"
"550","VID_7938","972"
"551","VID_616","74"
"552","VID_22499","26419"
"553","VID_21393","1254"
"554","VID_23320","115"
"555","VID_22780","2911"
"556","VID_10862","2097"
"557","VID_21132","3878"
"558","VID_1416","701"
"559","VID_624","1153"
"560","VID_10127","700"
"561","VID_15874","171"
"562","VID_6946","118"
"563","VID_8674","62"
"564","VID_22878","1028"
"565","VID_560","37"
"566","VID_13640","90442"
"567","VID_9765","3508"
"568","VID_22398","1342"
"569","VID_20560","3081"
"570","VID_4068","4"
"571","VID_938","28"
"572","VID_19068","143"
"573","VID_8889","2939"
"574","VID_23347","19"
"575","VID_16952","2719"
"576","VID_6032","185"
"577","VID_5116","1799"
"578","VID_4210","622"
"579","VID_22022","322"
"580","VID_16770","448"
"581","VID_18981","1867"
"582","VID_1668","1699"
"583","VID_23726","927"
"584","VID_18550","207"
"585","VID_5518","216"
"586","VID_12958","270"
"587","VID_16501","1012"
"588","VID_21485","466"
"589","VID_14475","396"
"590","VID_3865","14"
"591","VID_21642","1221"
"592","VID_22934","3850"
"593","VID_14667","54"
"594","VID_5519","478"
"595","VID_17889","900"
"596","VID_17728","25"
"597","VID_8727","7939"
"598","VID_14785","33"
"599","VID_16387","45"
"600","VID_10703","523"
"601","VID_7213","7603"
"602","VID_14454","240"
"603","VID_13455","1774"
"604","VID_5467","57"
"605","VID_21139","4148"
"606","VID_9033","424"
"607","VID_3863","1188"
"608","VID_13990","1121"
"609","VID_2641","4482"
"610","VID_15745","317"
"611","VID_5929","1632"
"612","VID_769","104"
"613","VID_5499","510"
"614","VID_8609","4216"
"615","VID_3903","1713"
"616","VID_19579","648"
"617","VID_10506","567"
"618","VID_23577","2192"
"619","VID_9042","3990"
"620","VID_10606","147551"
"621","VID_14849","186"
"622","VID_10497","345"
"623","VID_21208","7659"
"624","VID_12837","80"
"625","VID_7924","823"
"626","VID_21109","28"
"627","VID_6848","1085"
"628","VID_8993","1531"
"629","VID_10584","733"
"630","VID_19794","446"
"631","VID_15209","6498"
"632","VID_6195","1245"
"633","VID_22498","159"
"634","VID_9814","129"
"635","VID_18155","1551"
"636","VID_20573","2070"
"637","VID_4092","18"
"638","VID_15455","1930"
"639","VID_8989","809"
"640","VID_1852","1276"
"641","VID_17278","327"
"642","VID_12619","3848"
"643","VID_22663","790"
"644","VID_15372","20"
"645","VID_13978","395"
"646","VID_17325","126"
"647","VID_19025","1974"
"648","VID_21374","425"
"649","VID_10207","287"
"650","VID_11924","579"
"651","VID_8975","46"
"652","VID_8851","490"
"653","VID_12210","273"
"654","VID_8178","179"
"655","VID_19252","666"
"656","VID_5421","257"
"657","VID_6757","14500"
"658","VID_8125","286"
"659","VID_14709","57"
"660","VID_5795","2245"
"661","VID_21888","120"
"662","VID_14058","699"
"663","VID_8028","701"
"664","VID_22918","80"
"665","VID_11731","393"
"666","VID_22841","1328"
"667","VID_7453","429"
"668","VID_11870","3675"
"669","VID_20484","1286"
"670","VID_1971","424"
"671","VID_599","143"
"672","VID_16812","160"
"673","VID_5401","270"
"674","VID_16289","88"
"675","VID_12150","415"
"676","VID_13299","43"
"677","VID_19015","1092"
"678","VID_1604","137"
"679","VID_18013","266"
"680","VID_2240","202"
"681","VID_8114","432"
"682","VID_13586","1929"
"683","VID_2784","13"
"684","VID_1539","5535"
"685","VID_6787","65"
"686","VID_11544","114"
"687","VID_5296","46684"
"688","VID_5684","527"
"689","VID_7467","336"
"690","VID_5869","4231"
"691","VID_19596","664"
"692","VID_96","2744"
"693","VID_859","478"
"694","VID_13559","4471"
"695","VID_20976","1137"
"696","VID_18524","443"
"697","VID_3089","423"
"698","VID_4453","4420"
"699","VID_15802","2963"
"700","VID_18291","663"
"701","VID_3914","7384"
"702","VID_10582","1663"
"703","VID_11482","1162"
"704","VID_615","458"
"705","VID_19069","1418"
"706","VID_911","230"
"707","VID_3308","19"
"708","VID_5668","370"
"709","VID_16402","430"
"710","VID_19375","177"
"711","VID_8556","11"
"712","VID_19966","7"
"713","VID_17274","2122"
"714","VID_407","3294"
"715","VID_23383","451"
"716","VID_6105","134"
"717","VID_2643","2305"
"718","VID_18875","314"
"719","VID_13188","3094"
"720","VID_13504","2967"
"721","VID_17900","112561"
"722","VID_6368","1084"
"723","VID_19648","44"
"724","VID_23490","270"
"725","VID_9098","255"
"726","VID_12973","376"
"727","VID_15207","2121"
"728","VID_17033","389"
"729","VID_21758","853"
"730","VID_21628","442"
"731","VID_3935","2311"
"732","VID_5670","102"
"733","VID_13844","297"
"734","VID_20416","4310"
"735","VID_19885","5"
"736","VID_15487","310"
"737","VID_9890","381"
"738","VID_17721","158"
"739","VID_2585","4660"
"740","VID_19723","7"
"741","VID_22716","17"
"742","VID_10004","144"
"743","VID_1529","722"
"744","VID_8126","560"
"745","VID_4224","146"
"746","VID_22704","2799"
"747","VID_10705","37"
"748","VID_10524","2118"
"749","VID_1133","4204"
"750","VID_3404","7"
"751","VID_20344","2034"
"752","VID_9397","97"
"753","VID_20601","354"
"754","VID_9482","18"
"755","VID_6673","521"
"756","VID_3899","4022"
"757","VID_7008","7"
"758","VID_2690","778"
"759","VID_7483","868"
"760","VID_1614","322"
"761","VID_241","842"
"762","VID_13499","623"
"763","VID_11734","735"
"764","VID_18937","1067"
"765","VID_11906","424"
"766","VID_11525","47"
"767","VID_4199","9"
"768","VID_19984","307"
"769","VID_15743","16"
"770","VID_23097","2532"
"771","VID_16716","16"
"772","VID_6805","23"
"773","VID_6552","241"
"774","VID_269","279"
"775","VID_13646","2116"
"776","VID_10761","34"
"777","VID_16502","51836"
"778","VID_10352","2628"
"779","VID_10226","229"
"780","VID_23493","604"
"781","VID_734","930"
"782","VID_5364","64"
"783","VID_5122","22"
"784","VID_2104","1558"
"785","VID_5143","69"
"786","VID_3850","404"
"787","VID_23633","106"
"788","VID_19158","5713"
"789","VID_23597","8"
"790","VID_5716","366"
"791","VID_23516","479"
"792","VID_12921","4204"
"793","VID_17949","3056"
"794","VID_8164","150"
"795","VID_2097","32"
"796","VID_10400","74"
"797","VID_998","519"
"798","VID_11447","397"
"799","VID_7866","9"
"800","VID_11664","13"
"801","VID_7094","3380"
"802","VID_19536","20"
"803","VID_13747","2965"
"804","VID_6307","45"
"805","VID_2424","3270"
"806","VID_6363","18"
"807","VID_1524","101"
"808","VID_20772","6542"
"809","VID_23466","238"
"810","VID_10752","34"
"811","VID_4918","1322"
"812","VID_23046","7435"
"813","VID_6694","939"
"814","VID_4646","18"
"815","VID_17016","1024"
"816","VID_11145","95"
"817","VID_12387","9155"
"818","VID_22126","2239"
"819","VID_17930","289"
"820","VID_12268","2178"
"821","VID_5192","3187"
"822","VID_16369","647"
"823","VID_11841","2520"
"824","VID_13926","1039"
"825","VID_5622","4806"
"826","VID_5346","449"
"827","VID_10544","217"
"828","VID_6622","298"
"829","VID_17583","4123"
"830","VID_13876","560"
"831","VID_1033","1646"
"832","VID_10998","366"
"833","VID_7037","562"
"834","VID_22495","1710"
"835","VID_13170","575"
"836","VID_7480","126"
"837","VID_13753","133"
"838","VID_13831","201"
"839","VID_17763","31"
"840","VID_2793","163"
"841","VID_20514","5116"
"842","VID_22850","1944"
"843","VID_3953","13"
"844","VID_2434","83"
"845","VID_13670","1584"
"846","VID_12368","850"
"847","VID_19664","114"
"848","VID_4173","53"
"849","VID_15859","147"
"850","VID_14717","310"
"851","VID_18425","322"
"852","VID_5232","991"
"853","VID_6288","18"
"854","VID_7433","70"
"855","VID_1003","1155"
"856","VID_13060","152"
"857","VID_15297","2805"
"858","VID_9730","2306"
"859","VID_19022","552"
"860","VID_1885","92"
"861","VID_7425","332"
"862","VID_20867","5949"
"863","VID_2501","7"
"864","VID_19822","1038"
"865","VID_10604","4980"
"866","VID_18763","763"
"867","VID_1818","3595"
"868","VID_16644","64"
"869","VID_7528","87"
"870","VID_8166","473"
"871","VID_22357","5341"
"872","VID_3918","5385"
"873","VID_10589","166"
"874","VID_3027","278"
"875","VID_23607","821"
"876","VID_9153","168"
"877","VID_291","2269"
"878","VID_8213","644"
"879","VID_9424","329"
"880","VID_19769","97"
"881","VID_22910","25"
"882","VID_14626","474"
"883","VID_2363","43"
"884","VID_5125","49"
"885","VID_16291","29"
"886","VID_14392","1002"
"887","VID_1036","3752"
"888","VID_14153","1043"
"889","VID_13506","413"
"890","VID_6149","7"
"891","VID_2777","431"
"892","VID_19018","1385"
"893","VID_8497","3895"
"894","VID_21395","573"
"895","VID_7117","4448"
"896","VID_21328","458"
"897","VID_7710","200"
"898","VID_17750","38"
"899","VID_1680","601"
"900","VID_4028","68"
"901","VID_20481","306"
"902","VID_8880","2343"
"903","VID_21640","16"
"904","VID_13074","815"
"905","VID_8763","1721"
"906","VID_3983","74"
"907","VID_432","234"
"908","VID_14174","5562"
"909","VID_23234","56"
"910","VID_23704","34"
"911","VID_5492","3339"
"912","VID_6329","9"
"913","VID_3504","138"
"914","VID_5758","24446"
"915","VID_4794","139"
"916","VID_20788","1215"
"917","VID_5213","2707"
"918","VID_6785","554"
"919","VID_11456","79"
"920","VID_22729","877"
"921","VID_9741","531"
"922","VID_16684","160"
"923","VID_11853","1813"
"924","VID_3598","924"
"925","VID_6772","1449"
"926","VID_2469","894"
"927","VID_2206","152"
"928","VID_6843","611"
"929","VID_10634","121"
"930","VID_8040","20"
"931","VID_12369","628"
"932","VID_2693","610"
"933","VID_11067","4246"
"934","VID_11520","1686"
"935","VID_2821","1014"
"936","VID_3038","424"
"937","VID_11250","1640"
"938","VID_22710","305"
"939","VID_11733","3"
"940","VID_7363","1176"
"941","VID_23723","20"
"942","VID_11688","265"
"943","VID_6034","54"
"944","VID_22123","196"
"945","VID_20388","239"
"946","VID_6503","270"
"947","VID_15018","322"
"948","VID_22601","735"
"949","VID_3210","15"
"950","VID_11450","39"
"951","VID_1040","246"
"952","VID_13938","143"
"953","VID_20462","92"
"954","VID_22043","6451"
"955","VID_23262","6533"
"956","VID_13502","1227"
"957","VID_13855","254"
"958","VID_1368","141"
"959","VID_9381","1245"
"960","VID_12394","20"
"961","VID_19290","200"
"962","VID_5050","3639"
"963","VID_23326","8487"
"964","VID_5262","388"
"965","VID_23088","58"
"966","VID_13259","3639"
"967","VID_13056","836"
"968","VID_17553","1215"
"969","VID_5220","281"
"970","VID_16497","1436"
"971","VID_17882","1631"
"972","VID_14613","496"
"973","VID_600","774"
"974","VID_19476","376"
"975","VID_814","1597"
"976","VID_21709","1155"
"977","VID_23117","2814"
"978","VID_22461","7383"
"979","VID_5566","247"
"980","VID_3407","61"
"981","VID_5958","121"
"982","VID_15941","277"
"983","VID_11387","148"
"984","VID_11741","280"
"985","VID_70","676"
"986","VID_20781","193"
"987","VID_11832","6514"
"988","VID_1723","181"
"989","VID_6240","608"
"990","VID_8963","166"
"991","VID_14121","375"
"992","VID_7960","256"
"993","VID_14523","596"
"994","VID_20941","300"
"995","VID_23728","110"
"996","VID_17575","5502"
"997","VID_13353","24"
"998","VID_18877","235"
"999","VID_19283","1808"
"1000","VID_19494","9"
"1001","VID_12311","597"
"1002","VID_21019","1235"
"1003","VID_23343","34"
"1004","VID_16495","4195"
"1005","VID_2932","104"
"1006","VID_21207","1217"
"1007","VID_12004","935"
"1008","VID_11129","145"
"1009","VID_15892","675"
"1010","VID_5645","340"
"1011","VID_8615","16197"
"1012","VID_20982","1542"
"1013","VID_12201","962"
"1014","VID_20427","436"
"1015","VID_17217","1383"
"1016","VID_1642","2891"
"1017","VID_11516","2129"
"1018","VID_23022","2474"
"1019","VID_7142","2552"
"1020","VID_9909","2044"
"1021","VID_9529","1104"
"1022","VID_22664","335"
"1023","VID_435","3675"
"1024","VID_15960","120"
"1025","VID_12952","395"
"1026","VID_21100","6463"
"1027","VID_23229","36"
"1028","VID_10906","2803"
"1029","VID_2945","1352"
"1030","VID_10393","42"
"1031","VID_11026","5321"
"1032","VID_13865","104"
"1033","VID_13079","1598"
"1034","VID_20285","851"
"1035","VID_22600","137"
"1036","VID_15248","252"
"1037","VID_12096","777"
"1038","VID_12609","9"
"1039","VID_21464","5297"
"1040","VID_2568","485"
"1041","VID_18864","553"
"1042","VID_3347","6"
"1043","VID_15238","9795"
"1044","VID_17746","1648"
"1045","VID_20055","7132"
"1046","VID_7138","930"
"1047","VID_5665","48"
"1048","VID_8130","135"
"1049","VID_14441","15"
"1050","VID_8693","860"
"1051","VID_12944","1318"
"1052","VID_3446","1148"
"1053","VID_2862","1515"
"1054","VID_5671","874"
"1055","VID_8484","1294"
"1056","VID_5596","424"
"1057","VID_15925","198"
"1058","VID_18290","1873"
"1059","VID_4102","4"
"1060","VID_18762","663"
"1061","VID_49","882"
"1062","VID_19899","270"
"1063","VID_6311","14"
"1064","VID_9972","1447"
"1065","VID_12965","662"
"1066","VID_12420","1147"
"1067","VID_7547","3230"
"1068","VID_21893","276"
"1069","VID_21819","464"
"1070","VID_20945","802"
"1071","VID_3359","185"
"1072","VID_1671","737"
"1073","VID_7479","372"
"1074","VID_12766","80"
"1075","VID_8145","148"
"1076","VID_13652","3493"
"1077","VID_21627","55"
"1078","VID_472","231"
"1079","VID_16667","134"
"1080","VID_20187","20"
"1081","VID_18033","5695"
"1082","VID_1061","177"
"1083","VID_3719","23"
"1084","VID_14470","4308"
"1085","VID_430","2678"
"1086","VID_22153","419"
"1087","VID_19285","2148"
"1088","VID_8843","432"
"1089","VID_11084","629"
"1090","VID_1246","32"
"1091","VID_22180","30"
"1092","VID_3111","70"
"1093","VID_7313","2259"
"1094","VID_23081","1163"
"1095","VID_10020","4086"
"1096","VID_5656","83"
"1097","VID_15080","1488"
"1098","VID_18949","158"
"1099","VID_10056","747"
"1100","VID_17696","1042"
"1101","VID_23304","2412"
"1102","VID_22199","108"
"1103","VID_4851","853"
"1104","VID_3917","103"
"1105","VID_6859","134"
"1106","VID_21622","1471"
"1107","VID_20987","10001"
"1108","VID_20279","22"
"1109","VID_12069","1605"
"1110","VID_3742","4"
"1111","VID_5130","139"
"1112","VID_3029","175"
"1113","VID_23673","29"
"1114","VID_9586","105"
"1115","VID_11637","2166"
"1116","VID_15344","52"
"1117","VID_12885","1838"
"1118","VID_4096","12"
"1119","VID_4138","20"
"1120","VID_12864","9"
"1121","VID_5340","10"
"1122","VID_11542","1491"
"1123","VID_18608","37"
"1124","VID_15189","389"
"1125","VID_22317","303"
