"","vid_id","ad_view"
"338","VID_17446","3399"
"339","VID_5115","2057"
"340","VID_21486","1311"
"341","VID_17120","737"
"342","VID_3959","1358"
"343","VID_15956","1358"
"344","VID_15739","1358"
"345","VID_2682","1358"
"346","VID_14621","3399"
"347","VID_9320","3399"
"348","VID_12110","780"
"349","VID_11354","1143"
"350","VID_811","2972"
"351","VID_9472","3399"
"352","VID_4773","3399"
"353","VID_12695","1026"
"354","VID_19547","1785"
"355","VID_530","1143"
"356","VID_155","1358"
"357","VID_22955","3399"
"358","VID_20307","3399"
"359","VID_11612","1358"
"360","VID_15674","663"
"361","VID_13000","3399"
"362","VID_1455","1358"
"363","VID_23534","1358"
"364","VID_18740","1358"
"365","VID_17988","3909"
"366","VID_21728","3399"
"367","VID_10905","1143"
"368","VID_18445","1988"
"369","VID_21983","3751"
"370","VID_16023","996"
"371","VID_1444","808"
"372","VID_1814","713"
"373","VID_19094","3399"
"374","VID_19355","1508"
"375","VID_20430","3399"
"376","VID_13461","698"
"377","VID_9066","1358"
"378","VID_3020","3399"
"379","VID_13577","3034"
"380","VID_5062","2808"
"381","VID_9293","1358"
"382","VID_16663","1143"
"383","VID_20444","1358"
"384","VID_22353","4023"
"385","VID_22384","1960"
"386","VID_23036","3399"
"387","VID_12705","1358"
"388","VID_11785","1508"
"389","VID_22988","3399"
"390","VID_9495","3399"
"391","VID_8909","807"
"392","VID_13459","1206"
"393","VID_22206","3733"
"394","VID_12228","1700"
"395","VID_2335","1026"
"396","VID_17498","1358"
"397","VID_18702","3399"
"398","VID_10850","3399"
"399","VID_12956","3399"
"400","VID_6246","1358"
"401","VID_9539","3399"
"402","VID_17436","2029"
"403","VID_8383","447"
"404","VID_4554","4479"
"405","VID_18487","1358"
"406","VID_6285","1311"
"407","VID_287","3399"
"408","VID_5371","6431"
"409","VID_10704","3399"
"410","VID_20810","3208"
"411","VID_7972","3399"
"412","VID_10923","1143"
"413","VID_11876","2785"
"414","VID_15477","1290"
"415","VID_12366","3399"
"416","VID_6538","411"
"417","VID_10092","787"
"418","VID_6826","2629"
"419","VID_22526","3399"
"420","VID_10897","3399"
"421","VID_3400","1230"
"422","VID_9995","2649"
"423","VID_19337","565"
"424","VID_9673","3399"
"425","VID_12280","3399"
"426","VID_14038","734"
"427","VID_11157","1143"
"428","VID_13406","3399"
"429","VID_7774","1358"
"430","VID_7386","3399"
"431","VID_2419","1143"
"432","VID_6334","1700"
"433","VID_1778","1608"
"434","VID_4907","1143"
"435","VID_7122","1026"
"436","VID_10445","1715"
"437","VID_18113","1358"
"438","VID_6716","1274"
"439","VID_5803","1691"
"440","VID_6459","3909"
"441","VID_14427","1358"
"442","VID_3872","1728"
"443","VID_6774","3399"
"444","VID_11609","1358"
"445","VID_21821","2613"
"446","VID_14317","3399"
"447","VID_4982","1358"
"448","VID_5798","1707"
"449","VID_4365","3399"
"450","VID_6535","581"
"451","VID_7237","1274"
"452","VID_10388","450"
"453","VID_17934","1358"
"454","VID_838","3399"
"455","VID_5439","1358"
"456","VID_11455","1143"
"457","VID_7473","3399"
"458","VID_16677","1026"
"459","VID_18433","1358"
"460","VID_10243","3399"
"461","VID_23592","5256"
"462","VID_19401","3399"
"463","VID_2547","1358"
"464","VID_4525","3399"
"465","VID_13804","3909"
"466","VID_22266","1358"
"467","VID_7560","3399"
"468","VID_10381","1162"
"469","VID_4977","1358"
"470","VID_14081","1143"
"471","VID_19054","3399"
"472","VID_2608","3399"
"473","VID_8639","3399"
"474","VID_4407","1311"
"475","VID_9135","3909"
"476","VID_9462","1143"
"477","VID_10687","3399"
"478","VID_15274","2779"
"479","VID_22631","805"
"480","VID_3777","963"
"481","VID_10585","4884"
"482","VID_18024","1358"
"483","VID_10941","1143"
"484","VID_525","1143"
"485","VID_17097","1358"
"486","VID_13836","1358"
"487","VID_12202","730"
"488","VID_20868","1358"
"489","VID_17084","630"
"490","VID_23196","1143"
"491","VID_7322","1143"
"492","VID_17922","1367"
"493","VID_5486","1428"
"494","VID_15289","2972"
"495","VID_7993","4247"
"496","VID_14078","3399"
"497","VID_21530","1621"
"498","VID_11469","805"
"499","VID_20959","3399"
"500","VID_18159","805"
"501","VID_19624","3399"
"502","VID_19029","1358"
"503","VID_3489","746"
"504","VID_15983","1358"
"505","VID_23605","670"
"506","VID_23757","3399"
"507","VID_7488","1026"
"508","VID_15445","1358"
"509","VID_4538","1988"
"510","VID_22661","3318"
"511","VID_5912","3399"
"512","VID_3324","1508"
"513","VID_21241","3399"
"514","VID_18194","637"
"515","VID_8640","3399"
"516","VID_10657","3909"
"517","VID_3622","1358"
"518","VID_14909","1358"
"519","VID_5961","3399"
"520","VID_117","3399"
"521","VID_4690","579"
"522","VID_10717","3399"
"523","VID_20280","543"
"524","VID_6395","1311"
"525","VID_9199","1143"
"526","VID_6343","367"
"527","VID_7459","818"
"528","VID_18041","3399"
"529","VID_12175","1358"
"530","VID_8174","1073"
"531","VID_15644","1358"
"532","VID_3021","674"
"533","VID_251","3399"
"534","VID_20609","1358"
"535","VID_2033","696"
"536","VID_20357","987"
"537","VID_16428","3399"
"538","VID_12297","3399"
"539","VID_1214","1449"
"540","VID_19907","1715"
"541","VID_4697","3399"
"542","VID_22474","1358"
"543","VID_4002","1230"
"544","VID_17351","3399"
"545","VID_937","1180"
"546","VID_17501","1454"
"547","VID_2312","289"
"548","VID_22996","3399"
"549","VID_14413","3399"
"550","VID_7938","3399"
"551","VID_616","487"
"552","VID_22499","6784"
"553","VID_21393","1988"
"554","VID_23320","1358"
"555","VID_22780","1988"
"556","VID_10862","3399"
"557","VID_21132","379"
"558","VID_1416","559"
"559","VID_624","533"
"560","VID_10127","3399"
"561","VID_15874","1143"
"562","VID_6946","3399"
"563","VID_8674","3399"
"564","VID_22878","3399"
"565","VID_560","1143"
"566","VID_13640","3399"
"567","VID_9765","3399"
"568","VID_22398","3399"
"569","VID_20560","1700"
"570","VID_4068","1311"
"571","VID_938","536"
"572","VID_19068","3399"
"573","VID_8889","6014"
"574","VID_23347","1230"
"575","VID_16952","3399"
"576","VID_6032","488"
"577","VID_5116","3399"
"578","VID_4210","1311"
"579","VID_22022","480"
"580","VID_16770","3399"
"581","VID_18981","1143"
"582","VID_1668","3399"
"583","VID_23726","1230"
"584","VID_18550","3399"
"585","VID_5518","783"
"586","VID_12958","3399"
"587","VID_16501","3399"
"588","VID_21485","3399"
"589","VID_14475","1358"
"590","VID_3865","1358"
"591","VID_21642","1242"
"592","VID_22934","379"
"593","VID_14667","1026"
"594","VID_5519","1143"
"595","VID_17889","1358"
"596","VID_17728","1508"
"597","VID_8727","1906"
"598","VID_14785","3399"
"599","VID_16387","3399"
"600","VID_10703","3399"
"601","VID_7213","2226"
"602","VID_14454","1358"
"603","VID_13455","1715"
"604","VID_5467","1143"
"605","VID_21139","554"
"606","VID_9033","1358"
"607","VID_3863","1037"
"608","VID_13990","1358"
"609","VID_2641","3462"
"610","VID_15745","1358"
"611","VID_5929","3399"
"612","VID_769","1265"
"613","VID_5499","1143"
"614","VID_8609","3399"
"615","VID_3903","963"
"616","VID_19579","1358"
"617","VID_10506","5256"
"618","VID_23577","549"
"619","VID_9042","1011"
"620","VID_10606","1055"
"621","VID_14849","1358"
"622","VID_10497","487"
"623","VID_21208","3399"
"624","VID_12837","3399"
"625","VID_7924","3399"
"626","VID_21109","1311"
"627","VID_6848","998"
"628","VID_8993","3399"
"629","VID_10584","3399"
"630","VID_19794","1230"
"631","VID_15209","1725"
"632","VID_6195","1358"
"633","VID_22498","3399"
"634","VID_9814","1358"
"635","VID_18155","1143"
"636","VID_20573","808"
"637","VID_4092","1736"
"638","VID_15455","3399"
"639","VID_8989","1377"
"640","VID_1852","663"
"641","VID_17278","1358"
"642","VID_12619","642"
"643","VID_22663","1358"
"644","VID_15372","466"
"645","VID_13978","3399"
"646","VID_17325","1026"
"647","VID_19025","1988"
"648","VID_21374","1528"
"649","VID_10207","3399"
"650","VID_11924","3399"
"651","VID_8975","924"
"652","VID_8851","3399"
"653","VID_12210","1143"
"654","VID_8178","873"
"655","VID_19252","1358"
"656","VID_5421","3065"
"657","VID_6757","2972"
"658","VID_8125","1358"
"659","VID_14709","519"
"660","VID_5795","1736"
"661","VID_21888","1269"
"662","VID_14058","208"
"663","VID_8028","1143"
"664","VID_22918","499"
"665","VID_11731","1358"
"666","VID_22841","3399"
"667","VID_7453","805"
"668","VID_11870","1434"
"669","VID_20484","1358"
"670","VID_1971","1691"
"671","VID_599","1143"
"672","VID_16812","1143"
"673","VID_5401","1358"
"674","VID_16289","3399"
"675","VID_12150","784"
"676","VID_13299","1026"
"677","VID_19015","1906"
"678","VID_1604","297"
"679","VID_18013","11126"
"680","VID_2240","3399"
"681","VID_8114","1358"
"682","VID_13586","1630"
"683","VID_2784","632"
"684","VID_1539","3401"
"685","VID_6787","1105"
"686","VID_11544","723"
"687","VID_5296","5256"
"688","VID_5684","1311"
"689","VID_7467","660"
"690","VID_5869","4759"
"691","VID_19596","1358"
"692","VID_96","805"
"693","VID_859","3399"
"694","VID_13559","3399"
"695","VID_20976","533"
"696","VID_18524","1144"
"697","VID_3089","3399"
"698","VID_4453","3399"
"699","VID_15802","623"
"700","VID_18291","1358"
"701","VID_3914","1752"
"702","VID_10582","3399"
"703","VID_11482","1358"
"704","VID_615","1671"
"705","VID_19069","1358"
"706","VID_911","3399"
"707","VID_3308","873"
"708","VID_5668","1358"
"709","VID_16402","1358"
"710","VID_19375","723"
"711","VID_8556","1143"
"712","VID_19966","1260"
"713","VID_17274","1508"
"714","VID_407","805"
"715","VID_23383","460"
"716","VID_6105","1143"
"717","VID_2643","1227"
"718","VID_18875","1358"
"719","VID_13188","3399"
"720","VID_13504","1144"
"721","VID_17900","5179"
"722","VID_6368","1143"
"723","VID_19648","1269"
"724","VID_23490","3399"
"725","VID_9098","1358"
"726","VID_12973","3399"
"727","VID_15207","3399"
"728","VID_17033","1358"
"729","VID_21758","1358"
"730","VID_21628","1143"
"731","VID_3935","3399"
"732","VID_5670","1358"
"733","VID_13844","1358"
"734","VID_20416","3399"
"735","VID_19885","1026"
"736","VID_15487","3399"
"737","VID_9890","3399"
"738","VID_17721","782"
"739","VID_2585","1826"
"740","VID_19723","5630"
"741","VID_22716","3399"
"742","VID_10004","2972"
"743","VID_1529","2629"
"744","VID_8126","1358"
"745","VID_4224","1358"
"746","VID_22704","1115"
"747","VID_10705","3399"
"748","VID_10524","533"
"749","VID_1133","3399"
"750","VID_3404","1311"
"751","VID_20344","1691"
"752","VID_9397","1336"
"753","VID_20601","3399"
"754","VID_9482","3399"
"755","VID_6673","3399"
"756","VID_3899","1736"
"757","VID_7008","1339"
"758","VID_2690","849"
"759","VID_7483","1700"
"760","VID_1614","1358"
"761","VID_241","3399"
"762","VID_13499","1358"
"763","VID_11734","1358"
"764","VID_18937","3399"
"765","VID_11906","1358"
"766","VID_11525","847"
"767","VID_4199","601"
"768","VID_19984","3399"
"769","VID_15743","1143"
"770","VID_23097","642"
"771","VID_16716","1358"
"772","VID_6805","1105"
"773","VID_6552","447"
"774","VID_269","1358"
"775","VID_13646","3399"
"776","VID_10761","3399"
"777","VID_16502","3399"
"778","VID_10352","1358"
"779","VID_10226","3399"
"780","VID_23493","1358"
"781","VID_734","736"
"782","VID_5364","1143"
"783","VID_5122","508"
"784","VID_2104","3399"
"785","VID_5143","4592"
"786","VID_3850","729"
"787","VID_23633","2808"
"788","VID_19158","919"
"789","VID_23597","1311"
"790","VID_5716","1358"
"791","VID_23516","1358"
"792","VID_12921","3399"
"793","VID_17949","1765"
"794","VID_8164","1137"
"795","VID_2097","534"
"796","VID_10400","1358"
"797","VID_998","429"
"798","VID_11447","3399"
"799","VID_7866","1358"
"800","VID_11664","577"
"801","VID_7094","849"
"802","VID_19536","2707"
"803","VID_13747","2707"
"804","VID_6307","1358"
"805","VID_2424","998"
"806","VID_6363","1311"
"807","VID_1524","873"
"808","VID_20772","1163"
"809","VID_23466","700"
"810","VID_10752","3399"
"811","VID_4918","3399"
"812","VID_23046","1115"
"813","VID_6694","3399"
"814","VID_4646","849"
"815","VID_17016","674"
"816","VID_11145","3399"
"817","VID_12387","3399"
"818","VID_22126","2677"
"819","VID_17930","4884"
"820","VID_12268","3347"
"821","VID_5192","3399"
"822","VID_16369","3399"
"823","VID_11841","1707"
"824","VID_13926","1274"
"825","VID_5622","1454"
"826","VID_5346","1115"
"827","VID_10544","5256"
"828","VID_6622","663"
"829","VID_17583","605"
"830","VID_13876","1358"
"831","VID_1033","1988"
"832","VID_10998","11126"
"833","VID_7037","1358"
"834","VID_22495","1021"
"835","VID_13170","3399"
"836","VID_7480","1227"
"837","VID_13753","1358"
"838","VID_13831","1026"
"839","VID_17763","1143"
"840","VID_2793","1358"
"841","VID_20514","3399"
"842","VID_22850","1630"
"843","VID_3953","1311"
"844","VID_2434","1143"
"845","VID_13670","3399"
"846","VID_12368","3399"
"847","VID_19664","11126"
"848","VID_4173","634"
"849","VID_15859","1265"
"850","VID_14717","3399"
"851","VID_18425","1358"
"852","VID_5232","3399"
"853","VID_6288","727"
"854","VID_7433","1230"
"855","VID_1003","1358"
"856","VID_13060","752"
"857","VID_15297","3399"
"858","VID_9730","3399"
"859","VID_19022","2113"
"860","VID_1885","1290"
"861","VID_7425","1691"
"862","VID_20867","3399"
"863","VID_2501","1073"
"864","VID_19822","1143"
"865","VID_10604","2841"
"866","VID_18763","3399"
"867","VID_1818","2868"
"868","VID_16644","1571"
"869","VID_7528","1143"
"870","VID_8166","729"
"871","VID_22357","3399"
"872","VID_3918","663"
"873","VID_10589","1358"
"874","VID_3027","1358"
"875","VID_23607","4003"
"876","VID_9153","1711"
"877","VID_291","554"
"878","VID_8213","1843"
"879","VID_9424","3399"
"880","VID_19769","834"
"881","VID_22910","690"
"882","VID_14626","968"
"883","VID_2363","1385"
"884","VID_5125","882"
"885","VID_16291","3399"
"886","VID_14392","3399"
"887","VID_1036","3399"
"888","VID_14153","3399"
"889","VID_13506","696"
"890","VID_6149","818"
"891","VID_2777","3399"
"892","VID_19018","3618"
"893","VID_8497","3208"
"894","VID_21395","1780"
"895","VID_7117","3399"
"896","VID_21328","3399"
"897","VID_7710","3399"
"898","VID_17750","1358"
"899","VID_1680","4884"
"900","VID_4028","3399"
"901","VID_20481","1358"
"902","VID_8880","16096"
"903","VID_21640","394"
"904","VID_13074","3399"
"905","VID_8763","458"
"906","VID_3983","1358"
"907","VID_432","1358"
"908","VID_14174","1508"
"909","VID_23234","702"
"910","VID_23704","2707"
"911","VID_5492","1143"
"912","VID_6329","565"
"913","VID_3504","549"
"914","VID_5758","3399"
"915","VID_4794","1143"
"916","VID_20788","3399"
"917","VID_5213","3399"
"918","VID_6785","1449"
"919","VID_11456","346"
"920","VID_22729","2071"
"921","VID_9741","1358"
"922","VID_16684","1143"
"923","VID_11853","3399"
"924","VID_3598","2649"
"925","VID_6772","3399"
"926","VID_2469","674"
"927","VID_2206","484"
"928","VID_6843","1358"
"929","VID_10634","1143"
"930","VID_8040","3399"
"931","VID_12369","1358"
"932","VID_2693","554"
"933","VID_11067","3399"
"934","VID_11520","660"
"935","VID_2821","3399"
"936","VID_3038","1358"
"937","VID_11250","798"
"938","VID_22710","1230"
"939","VID_11733","1311"
"940","VID_7363","1358"
"941","VID_23723","1242"
"942","VID_11688","1062"
"943","VID_6034","1143"
"944","VID_22123","3399"
"945","VID_20388","3399"
"946","VID_6503","2836"
"947","VID_15018","1528"
"948","VID_22601","3399"
"949","VID_3210","873"
"950","VID_11450","594"
"951","VID_1040","2836"
"952","VID_13938","3399"
"953","VID_20462","2423"
"954","VID_22043","1707"
"955","VID_23262","1988"
"956","VID_13502","1358"
"957","VID_13855","11126"
"958","VID_1368","1358"
"959","VID_9381","1358"
"960","VID_12394","1286"
"961","VID_19290","1358"
"962","VID_5050","3399"
"963","VID_23326","1643"
"964","VID_5262","3399"
"965","VID_23088","1358"
"966","VID_13259","3399"
"967","VID_13056","1358"
"968","VID_17553","1671"
"969","VID_5220","3399"
"970","VID_16497","3399"
"971","VID_17882","3399"
"972","VID_14613","1026"
"973","VID_600","1143"
"974","VID_19476","1358"
"975","VID_814","1137"
"976","VID_21709","3399"
"977","VID_23117","427"
"978","VID_22461","1602"
"979","VID_5566","2137"
"980","VID_3407","1358"
"981","VID_5958","3909"
"982","VID_15941","2629"
"983","VID_11387","1026"
"984","VID_11741","1026"
"985","VID_70","3399"
"986","VID_20781","3399"
"987","VID_11832","1988"
"988","VID_1723","1143"
"989","VID_6240","3399"
"990","VID_8963","1163"
"991","VID_14121","554"
"992","VID_7960","3399"
"993","VID_14523","3399"
"994","VID_20941","3399"
"995","VID_23728","2842"
"996","VID_17575","3347"
"997","VID_13353","805"
"998","VID_18877","3399"
"999","VID_19283","3399"
"1000","VID_19494","1026"
"1001","VID_12311","1358"
"1002","VID_21019","2287"
"1003","VID_23343","1358"
"1004","VID_16495","3399"
"1005","VID_2932","3399"
"1006","VID_21207","3399"
"1007","VID_12004","3399"
"1008","VID_11129","613"
"1009","VID_15892","3399"
"1010","VID_5645","4884"
"1011","VID_8615","3399"
"1012","VID_20982","3399"
"1013","VID_12201","1143"
"1014","VID_20427","2808"
"1015","VID_17217","1988"
"1016","VID_1642","4919"
"1017","VID_11516","1026"
"1018","VID_23022","1988"
"1019","VID_7142","3399"
"1020","VID_9909","1358"
"1021","VID_9529","3399"
"1022","VID_22664","1358"
"1023","VID_435","3399"
"1024","VID_15960","511"
"1025","VID_12952","3399"
"1026","VID_21100","1586"
"1027","VID_23229","1311"
"1028","VID_10906","3399"
"1029","VID_2945","3399"
"1030","VID_10393","1358"
"1031","VID_11026","3399"
"1032","VID_13865","2836"
"1033","VID_13079","3399"
"1034","VID_20285","506"
"1035","VID_22600","3399"
"1036","VID_15248","1358"
"1037","VID_12096","1366"
"1038","VID_12609","2509"
"1039","VID_21464","4063"
"1040","VID_2568","1358"
"1041","VID_18864","1062"
"1042","VID_3347","1358"
"1043","VID_15238","1620"
"1044","VID_17746","1620"
"1045","VID_20055","3909"
"1046","VID_7138","546"
"1047","VID_5665","1358"
"1048","VID_8130","487"
"1049","VID_14441","3399"
"1050","VID_8693","1358"
"1051","VID_12944","1358"
"1052","VID_3446","805"
"1053","VID_2862","4884"
"1054","VID_5671","3909"
"1055","VID_8484","1002"
"1056","VID_5596","3399"
"1057","VID_15925","1358"
"1058","VID_18290","2029"
"1059","VID_4102","1265"
"1060","VID_18762","3399"
"1061","VID_49","578"
"1062","VID_19899","3399"
"1063","VID_6311","1311"
"1064","VID_9972","1077"
"1065","VID_12965","3399"
"1066","VID_12420","1381"
"1067","VID_7547","3399"
"1068","VID_21893","2707"
"1069","VID_21819","1274"
"1070","VID_20945","3399"
"1071","VID_3359","1508"
"1072","VID_1671","3399"
"1073","VID_7479","533"
"1074","VID_12766","1988"
"1075","VID_8145","1143"
"1076","VID_13652","3399"
"1077","VID_21627","3399"
"1078","VID_472","3399"
"1079","VID_16667","982"
"1080","VID_20187","1143"
"1081","VID_18033","3399"
"1082","VID_1061","1143"
"1083","VID_3719","1143"
"1084","VID_14470","3399"
"1085","VID_430","1358"
"1086","VID_22153","854"
